id_venda,id_cliente,id_produto,canal_venda,valor,data_venda
1126,1290,6,Marketplace,6259.42,2022-05-30
1127,2893,43,Revendedor,3303.06,2022-11-02
1128,1641,34,Loja Online,5921.71,2021-11-15
1129,563,6,Marketplace,5836.5,2022-06-17
1130,2852,23,Marketplace,1887.73,2023-10-03
1131,1594,30,Revendedor,4641.76,2024-03-18
1132,2139,12,Revendedor,4099.28,2025-07-12
1133,593,33,Marketplace,2785.73,2021-10-16
1134,959,52,Marketplace,7021.29,2021-07-09
1135,2050,45,Revendedor,7731.84,2024-02-27
1136,3962,50,Loja Física,6084.04,2024-07-08
1137,3759,44,Revendedor,7182.54,2022-04-19
1138,225,31,Loja Online,2136.78,2022-07-02
1139,3135,41,Loja Física,5447.61,2022-06-01
1140,1884,52,Marketplace,3358.17,2022-07-05
1141,2893,34,Loja Online,5636.47,2020-09-13
1142,2158,16,Marketplace,834.77,2025-02-22
1143,2802,5,Loja Física,3864.79,2024-11-23
1144,2897,14,Marketplace,1544.0,2024-09-20
1145,1558,32,Loja Física,1955.4,2025-01-12
1146,1983,17,Loja Física,1910.74,2023-02-18
1147,2046,40,Marketplace,1332.36,2024-11-24
1148,874,8,Loja Online,5438.92,2024-05-13
1149,4036,40,Loja Online,6137.53,2020-11-25
1150,347,31,Marketplace,5003.27,2025-04-29
1151,4034,37,Marketplace,3977.36,2023-08-25
1152,4188,18,Revendedor,1854.53,2022-10-16
1153,1051,4,Revendedor,3878.73,2022-12-28
1154,267,33,Marketplace,3210.36,2024-09-18
1155,1432,30,Loja Online,5616.13,2024-03-29
1156,3769,21,Loja Online,193.38,2022-08-02
1157,1727,25,Loja Online,2670.95,2024-09-20
1158,2128,12,Marketplace,1973.4,2025-02-05
1159,3862,40,Marketplace,2990.8,2021-06-27
1160,4086,28,Loja Física,3410.83,2024-02-01
1161,3050,24,Revendedor,2309.07,2021-03-29
1162,1474,37,Loja Física,7836.25,2023-07-02
1163,1873,53,Loja Online,5794.44,2024-04-16
1164,1932,36,Revendedor,6864.84,2021-11-27
1165,1607,10,Loja Física,3836.6,2023-10-15
1166,80,12,Revendedor,4046.82,2025-05-14
1167,4236,35,Marketplace,6304.13,2025-02-13
1168,2458,17,Loja Online,3247.38,2024-01-27
1169,1339,4,Loja Física,6529.16,2023-12-22
1170,3904,41,Loja Online,3653.85,2021-12-20
1171,2742,17,Marketplace,2946.42,2021-09-27
1172,2112,23,Loja Online,3352.91,2023-12-05
1173,2877,44,Loja Física,4657.14,2024-06-25
1174,1430,50,Marketplace,2905.36,2024-01-13
1175,4182,32,Revendedor,7128.1,2021-04-09
1176,3122,40,Marketplace,3763.64,2025-01-01
1177,1187,11,Marketplace,3432.35,2025-04-05
1178,3316,5,Loja Online,1379.8,2024-12-17
1179,1870,21,Marketplace,5258.8,2022-06-26
1180,2192,39,Revendedor,2242.86,2025-07-10
1181,3645,50,Marketplace,6008.37,2023-11-11
1182,4268,29,Revendedor,1421.81,2023-10-27
1183,190,9,Loja Física,5329.98,2023-09-27
1184,656,14,Loja Física,3236.66,2022-03-10
1185,783,5,Revendedor,4432.63,2023-05-01
1186,216,50,Revendedor,4239.46,2024-04-15
1187,682,7,Marketplace,4983.01,2024-05-10
1188,691,42,Revendedor,2544.03,2024-04-04
1189,2027,48,Marketplace,3600.97,2024-04-11
1190,1036,9,Loja Física,325.71,2023-03-15
1191,2924,21,Revendedor,3790.83,2022-04-19
1192,2232,36,Revendedor,1167.41,2024-07-28
1193,1451,38,Revendedor,5085.28,2022-03-11
1194,3564,34,Marketplace,7280.49,2025-08-05
1195,3946,35,Loja Física,6457.19,2021-05-05
1196,3620,20,Marketplace,3356.41,2021-05-17
1197,1276,20,Loja Online,100.73,2022-06-18
1198,1117,23,Marketplace,3806.66,2021-02-05
1199,69,45,Revendedor,7580.96,2020-11-13
1200,3909,20,Loja Online,6150.37,2023-05-28
1201,2400,39,Loja Física,6394.46,2025-05-04
1202,3061,13,Revendedor,7069.08,2021-02-06
1203,3581,26,Loja Física,1389.83,2025-08-07
1204,3193,25,Loja Física,2177.54,2025-07-18
1205,3459,41,Loja Física,4181.22,2024-01-11
1206,2228,19,Marketplace,3361.94,2022-05-14
1207,561,12,Loja Física,2387.8,2020-10-31
1208,3731,40,Revendedor,2249.86,2020-10-24
1209,4031,13,Marketplace,253.22,2021-06-09
1210,407,35,Loja Online,1568.91,2022-08-26
1211,838,19,Marketplace,1087.81,2020-09-27
1212,3592,47,Loja Online,1939.2,2023-12-09
1213,1235,1,Revendedor,1815.79,2024-10-22
1214,3443,20,Revendedor,7983.91,2023-01-06
1215,3799,45,Loja Online,2708.96,2023-04-18
1216,1197,4,Marketplace,6227.66,2020-09-18
1217,585,35,Revendedor,1534.67,2024-05-09
1218,2049,53,Revendedor,6643.19,2024-09-23
1219,1000,50,Loja Física,3139.9,2023-07-22
1220,3629,16,Loja Online,1673.52,2025-03-03
1221,770,34,Loja Física,3835.32,2021-12-06
1222,2557,21,Loja Física,5070.4,2025-05-20
1223,346,48,Loja Online,2101.17,2023-06-16
1224,2448,13,Marketplace,7111.4,2021-02-17
1225,1785,8,Loja Física,5099.98,2020-12-04
1226,2659,1,Loja Física,6375.68,2021-09-05
1227,981,26,Loja Física,170.55,2022-10-30
1228,345,38,Revendedor,5538.41,2020-10-01
1229,1270,24,Loja Online,2064.91,2025-03-14
1230,4096,6,Marketplace,7453.71,2021-04-27
1231,492,4,Marketplace,5192.14,2023-10-18
1232,880,9,Revendedor,1938.13,2023-10-21
1233,2846,52,Revendedor,5892.19,2024-02-04
1234,175,45,Revendedor,2929.52,2023-01-29
1235,1104,17,Loja Online,3933.89,2021-05-13
1236,3585,36,Marketplace,4387.6,2021-11-10
1237,4015,13,Loja Física,4394.6,2021-01-15
1238,2652,47,Revendedor,2275.06,2022-12-16
1239,1314,5,Loja Física,3650.14,2021-06-27
1240,2158,35,Marketplace,3687.22,2024-02-08
1241,4145,25,Loja Física,7075.17,2024-09-02
1242,2983,50,Loja Física,2633.48,2022-07-14
1243,519,43,Revendedor,1599.97,2025-08-07
1244,4076,50,Loja Física,4943.01,2024-05-19
1245,2643,27,Marketplace,972.67,2025-06-05
1246,4287,43,Loja Online,445.84,2024-07-09
1247,1064,12,Loja Online,1696.42,2022-03-10
1248,3977,13,Loja Online,351.36,2023-05-01
1249,3184,43,Revendedor,4253.99,2022-03-15
1250,2097,4,Marketplace,1843.71,2022-06-17
1251,581,1,Loja Física,5280.42,2022-11-05
1252,656,30,Loja Online,2951.32,2021-01-18
1253,3408,53,Marketplace,6374.57,2022-11-28
1254,478,53,Marketplace,4279.26,2022-09-22
1255,577,20,Loja Online,7562.37,2023-08-03
1256,4256,7,Loja Online,5828.86,2024-12-01
1257,3157,13,Loja Física,4256.92,2021-06-06
1258,2038,37,Loja Física,4511.55,2024-08-24
1259,3402,48,Loja Online,6153.64,2024-05-18
1260,2933,44,Revendedor,5650.15,2021-12-29
1261,3499,7,Loja Física,6360.45,2021-06-28
1262,3290,33,Marketplace,5294.5,2023-05-02
1263,3630,23,Marketplace,4445.64,2023-09-06
1264,2660,24,Revendedor,6137.06,2025-04-11
1265,3528,53,Marketplace,4906.47,2024-02-16
1266,1753,25,Marketplace,2944.07,2025-02-10
1267,3707,29,Revendedor,101.55,2024-02-26
1268,284,19,Loja Online,4189.11,2023-05-02
1269,2473,1,Marketplace,7876.72,2022-08-13
1270,1760,21,Loja Online,6195.03,2023-07-29
1271,2261,36,Loja Física,844.87,2024-10-07
1272,3772,23,Loja Física,1193.42,2025-05-11
1273,3008,38,Loja Física,1940.65,2022-04-03
1274,2461,6,Revendedor,4595.61,2021-11-14
1275,1782,47,Loja Online,5816.29,2023-06-15
1276,3953,12,Revendedor,6623.07,2025-07-24
1277,782,39,Marketplace,395.24,2024-11-16
1278,3126,6,Loja Online,7382.78,2022-03-10
1279,2740,23,Revendedor,3390.52,2023-12-12
1280,988,50,Loja Física,6006.66,2024-08-24
1281,94,41,Revendedor,527.61,2021-11-02
1282,4296,3,Marketplace,4365.44,2020-09-28
1283,1226,21,Loja Física,1310.26,2024-10-26
1284,3219,29,Loja Online,1854.48,2020-11-29
1285,2374,51,Revendedor,1269.3,2023-06-09
1286,2754,6,Revendedor,4614.38,2023-03-27
1287,404,36,Revendedor,2174.21,2024-02-04
1288,3265,33,Revendedor,6213.22,2022-06-03
1289,1069,49,Loja Física,3899.29,2022-06-15
1290,1623,32,Revendedor,5252.76,2025-07-31
1291,1607,36,Loja Física,2014.29,2021-04-26
1292,2182,50,Revendedor,2654.95,2025-05-15
1293,734,8,Revendedor,3445.97,2022-11-22
1294,2854,13,Marketplace,2821.75,2024-01-22
1295,199,50,Marketplace,1437.12,2021-02-14
1296,2865,40,Revendedor,5023.14,2021-11-01
1297,3609,3,Loja Física,1677.51,2025-06-28
1298,3063,10,Loja Online,987.74,2020-10-21
1299,447,16,Loja Física,6963.14,2020-12-11
1300,2357,1,Marketplace,5580.98,2024-10-03
1301,912,20,Revendedor,3822.4,2025-06-16
1302,2719,14,Loja Física,1710.03,2021-08-17
1303,4287,49,Marketplace,4435.52,2023-06-01
1304,1158,45,Loja Online,3075.19,2021-07-27
1305,4316,3,Marketplace,1445.53,2021-06-16
1306,2327,13,Marketplace,519.37,2022-04-15
1307,69,5,Revendedor,5316.95,2022-05-15
1308,2951,7,Loja Online,2410.72,2021-07-14
1309,3167,15,Revendedor,4117.47,2021-11-23
1310,816,21,Revendedor,6947.5,2024-04-30
1311,722,12,Loja Física,4055.14,2023-09-10
1312,3752,36,Loja Online,414.04,2021-01-20
1313,2498,22,Revendedor,3207.86,2025-02-02
1314,1287,2,Marketplace,5506.06,2021-01-13
1315,2912,41,Marketplace,1966.02,2022-04-24
1316,4107,18,Loja Online,5043.76,2021-09-19
1317,3172,53,Loja Online,7558.68,2021-05-06
1318,2296,15,Loja Física,2800.11,2021-02-21
1319,3219,43,Loja Física,793.58,2024-08-15
1320,3132,34,Loja Física,3396.93,2022-11-10
1321,1252,28,Marketplace,7286.91,2023-04-19
1322,2698,29,Loja Física,1733.38,2024-08-28
1323,1136,38,Loja Física,6914.44,2025-06-09
1324,2532,45,Loja Física,3497.51,2024-11-09
1325,1190,42,Loja Física,2608.22,2021-08-14
1326,970,12,Marketplace,6732.23,2021-02-23
1327,1193,47,Loja Online,6146.94,2023-10-01
1328,3392,27,Marketplace,3599.74,2022-02-05
1329,2243,10,Loja Física,943.49,2023-06-18
1330,1514,2,Marketplace,4884.28,2022-03-01
1331,1892,39,Loja Física,1924.21,2024-04-10
1332,214,23,Loja Online,5536.32,2021-11-09
1333,3905,9,Revendedor,5724.95,2020-10-20
1334,3064,12,Revendedor,3982.42,2023-06-15
1335,1127,11,Loja Física,1887.56,2022-03-29
1336,3348,49,Loja Online,7410.94,2024-04-28
1337,3384,15,Loja Física,6086.44,2025-05-05
1338,542,12,Revendedor,6950.32,2023-07-28
1339,4014,45,Marketplace,6947.52,2025-06-28
1340,2022,28,Revendedor,6232.1,2022-10-13
1341,3117,47,Marketplace,3213.79,2023-04-07
1342,4303,42,Loja Online,4213.13,2023-05-16
1343,3700,30,Loja Online,7034.46,2024-02-05
1344,2013,34,Revendedor,7872.26,2020-09-30
1345,322,36,Revendedor,4177.4,2021-11-12
1346,404,13,Marketplace,3572.48,2022-09-28
1347,2495,50,Marketplace,3744.64,2025-03-04
1348,3461,19,Loja Online,5550.63,2025-06-06
1349,1166,30,Revendedor,814.48,2024-09-09
1350,4102,8,Loja Física,6251.98,2023-11-12
1351,1109,26,Revendedor,2655.34,2025-08-15
1352,205,12,Revendedor,4763.49,2024-04-05
1353,1655,30,Loja Online,2075.65,2020-10-09
1354,1344,46,Loja Online,820.41,2023-05-07
1355,3682,41,Marketplace,773.92,2020-09-06
1356,3147,47,Loja Física,3091.56,2022-03-11
1357,3118,3,Loja Física,7306.8,2020-12-12
1358,1230,11,Loja Física,1513.05,2021-01-12
1359,421,27,Marketplace,2545.19,2025-01-05
1360,3656,19,Loja Física,1028.68,2021-04-26
1361,1078,13,Loja Online,5018.23,2021-09-08
1362,2074,1,Revendedor,4031.26,2024-04-08
1363,4085,35,Loja Online,4903.07,2022-02-27
1364,4043,16,Loja Física,4752.01,2023-01-22
1365,3898,30,Revendedor,3590.82,2023-12-07
1366,54,16,Marketplace,4996.15,2020-12-28
1367,1701,4,Loja Física,1271.22,2023-04-19
1368,2860,3,Loja Física,6845.25,2023-07-27
1369,2445,22,Loja Online,487.35,2020-10-20
1370,3416,12,Loja Física,5409.51,2021-01-12
1371,1454,30,Marketplace,7458.69,2023-12-13
1372,763,50,Marketplace,2650.29,2023-02-16
1373,3105,53,Loja Online,6091.69,2025-06-10
1374,532,19,Revendedor,1162.91,2025-03-15
1375,2249,22,Revendedor,4244.71,2021-12-01
1376,1713,40,Loja Online,963.49,2024-02-07
1377,719,31,Marketplace,3473.72,2023-07-05
1378,2593,17,Marketplace,7424.13,2021-02-20
1379,4067,34,Revendedor,3990.79,2024-05-06
1380,1474,40,Loja Física,5697.84,2021-03-07
1381,1586,1,Loja Online,289.5,2024-02-25
1382,967,48,Loja Física,6416.56,2023-02-26
1383,3397,27,Loja Online,2736.96,2024-12-18
1384,1740,1,Loja Física,5551.13,2021-11-04
1385,2085,51,Loja Online,2531.4,2020-12-30
1386,4151,36,Marketplace,6159.56,2020-11-15
1387,933,44,Marketplace,2796.76,2024-07-16
1388,239,12,Loja Física,2711.07,2021-07-01
1389,2769,44,Revendedor,7337.69,2025-02-24
1390,292,42,Loja Física,3903.81,2023-11-16
1391,3774,35,Marketplace,3753.51,2025-01-12
1392,3392,48,Loja Online,6697.34,2024-11-04
1393,2453,37,Marketplace,4485.9,2024-01-01
1394,154,14,Marketplace,6416.33,2022-04-06
1395,2897,5,Loja Física,2315.63,2021-03-29
1396,256,22,Revendedor,5049.44,2021-10-26
1397,1360,37,Revendedor,1580.29,2023-10-03
1398,958,51,Marketplace,5671.6,2022-12-10
1399,2577,46,Loja Online,2244.83,2025-05-24
1400,712,32,Loja Física,3035.51,2023-10-16
1401,2480,14,Marketplace,1482.6,2020-10-12
1402,3066,51,Loja Online,6244.54,2022-02-07
1403,759,29,Loja Online,6412.3,2024-10-16
1404,4097,10,Loja Física,2786.92,2025-02-21
1405,3961,47,Marketplace,6226.71,2023-03-29
1406,1174,50,Loja Online,6594.89,2025-08-24
1407,4229,44,Loja Física,1720.98,2023-08-30
1408,300,30,Revendedor,5738.05,2024-12-28
1409,4280,8,Loja Online,2556.75,2022-10-30
1410,361,44,Loja Online,2732.99,2024-05-11
1411,378,7,Marketplace,277.59,2021-05-09
1412,2558,41,Loja Física,2634.95,2025-07-07
1413,1578,19,Marketplace,4304.98,2025-01-25
1414,3614,43,Loja Online,2253.97,2021-12-16
1415,1291,18,Loja Online,220.53,2022-12-12
1416,4212,7,Loja Física,4385.98,2023-08-08
1417,2610,18,Loja Física,7551.89,2024-10-28
1418,2321,37,Loja Física,1453.07,2022-11-03
1419,2551,40,Marketplace,4370.56,2021-11-02
1420,416,9,Loja Online,3818.81,2024-04-04
1421,414,7,Revendedor,525.02,2021-12-07
1422,3494,26,Loja Física,5666.95,2022-06-29
1423,3653,40,Marketplace,2568.28,2024-01-31
1424,1624,46,Loja Online,7792.09,2022-07-01
1425,3815,37,Loja Física,834.04,2024-07-21
1426,3837,7,Revendedor,2552.09,2020-10-18
1427,3813,31,Loja Física,7584.84,2022-03-07
1428,1178,40,Marketplace,7311.61,2024-11-08
1429,3212,12,Marketplace,6331.35,2025-07-29
1430,2661,30,Revendedor,339.09,2022-06-29
1431,3894,8,Marketplace,3881.35,2021-08-21
1432,1400,19,Marketplace,4875.08,2020-12-28
1433,1044,33,Loja Online,3304.92,2023-08-19
1434,877,21,Loja Online,6360.2,2024-12-10
1435,3777,26,Revendedor,1984.74,2025-01-30
1436,1997,36,Loja Física,7793.74,2025-08-02
1437,3145,5,Marketplace,1745.08,2024-10-01
1438,3532,51,Revendedor,4580.97,2022-11-27
1439,2804,35,Loja Física,1467.38,2023-03-05
1440,639,48,Revendedor,1003.15,2024-09-21
1441,3793,21,Loja Online,6593.98,2020-12-16
1442,1444,20,Revendedor,649.9,2021-08-10
1443,891,44,Revendedor,2686.53,2024-02-19
1444,504,6,Loja Física,6554.57,2023-12-20
1445,2,49,Loja Física,5320.96,2024-04-21
1446,3711,35,Marketplace,3180.86,2025-03-28
1447,3664,13,Loja Física,5483.98,2022-11-18
1448,2594,20,Marketplace,7356.16,2022-07-05
1449,3562,46,Marketplace,7923.29,2021-01-24
1450,67,40,Revendedor,6796.33,2024-07-29
1451,2410,4,Marketplace,7218.5,2022-10-26
1452,436,1,Marketplace,966.62,2024-01-02
1453,2312,2,Loja Física,3510.55,2023-03-20
1454,3230,41,Marketplace,5723.01,2023-11-02
1455,3327,25,Revendedor,4406.44,2021-11-02
1456,1421,31,Loja Física,1586.99,2022-09-10
1457,3151,24,Revendedor,1318.71,2025-08-03
1458,1029,9,Loja Online,666.79,2021-06-02
1459,129,10,Revendedor,5297.62,2024-05-24
1460,1113,6,Loja Física,5173.72,2021-01-15
1461,3407,30,Revendedor,5023.66,2020-11-22
1462,3723,33,Revendedor,4461.2,2020-10-17
1463,3687,25,Marketplace,1883.35,2021-11-03
1464,3480,39,Loja Online,4665.71,2021-03-19
1465,1940,46,Marketplace,3345.62,2022-06-28
1466,3007,3,Loja Online,4588.38,2023-09-07
1467,3020,8,Revendedor,7697.73,2023-07-26
1468,656,10,Marketplace,3773.0,2024-03-21
1469,641,34,Loja Online,2037.33,2022-11-20
1470,640,44,Marketplace,4943.01,2025-04-12
1471,2815,35,Loja Online,3804.06,2022-11-05
1472,4200,31,Marketplace,3426.03,2022-12-01
1473,2414,19,Loja Física,379.08,2021-07-29
1474,2491,47,Marketplace,585.2,2022-10-29
1475,3877,38,Loja Física,4625.59,2022-02-26
1476,2391,52,Loja Online,2365.84,2023-06-16
1477,676,9,Loja Online,6826.42,2021-09-10
1478,2277,17,Loja Física,4964.8,2023-09-07
1479,2255,17,Loja Online,5957.29,2021-12-07
1480,1431,38,Loja Física,5307.33,2022-06-30
1481,3030,52,Loja Física,2163.9,2025-05-21
1482,1935,32,Loja Física,6415.04,2024-01-19
1483,272,22,Loja Online,7742.03,2025-02-27
1484,1263,32,Revendedor,6185.91,2020-11-26
1485,1950,43,Revendedor,5835.39,2023-08-23
1486,1371,14,Marketplace,529.17,2022-11-24
1487,2166,49,Loja Online,514.93,2024-04-01
1488,3802,26,Revendedor,2480.8,2024-10-30
1489,1915,25,Revendedor,3849.26,2025-04-21
1490,1190,34,Revendedor,193.72,2022-03-23
1491,3677,25,Marketplace,7697.93,2024-01-13
1492,337,7,Marketplace,7653.85,2020-10-03
1493,3538,40,Marketplace,2746.24,2022-11-06
1494,2188,52,Loja Online,2117.22,2020-10-03
1495,3205,30,Loja Física,5901.08,2025-01-22
1496,1597,34,Marketplace,5453.97,2022-09-08
1497,1474,21,Loja Online,5415.13,2023-03-10
1498,557,1,Revendedor,871.82,2021-12-27
1499,852,44,Revendedor,2876.98,2021-01-20
1500,2321,17,Loja Física,368.93,2021-03-15
1501,754,4,Loja Física,7608.86,2020-09-30
1502,998,46,Loja Online,782.45,2024-05-14
1503,1065,25,Loja Física,7178.41,2022-03-22
1504,1510,17,Marketplace,3788.95,2021-07-28
1505,621,41,Revendedor,7389.29,2025-03-23
1506,2265,50,Revendedor,5568.55,2022-05-14
1507,2650,17,Loja Física,6267.78,2021-02-04
1508,2272,50,Loja Online,3124.11,2021-08-06
1509,2726,4,Marketplace,7649.29,2021-08-08
1510,2169,12,Revendedor,648.25,2022-11-19
1511,1644,40,Revendedor,1509.69,2023-02-02
1512,4031,7,Loja Física,4370.99,2023-06-25
1513,3533,14,Loja Online,7309.61,2022-01-18
1514,2122,7,Loja Online,676.06,2023-12-21
1515,2053,50,Revendedor,248.24,2024-01-18
1516,4078,10,Loja Online,7469.86,2021-09-07
1517,3199,18,Loja Física,5630.44,2024-09-24
1518,3206,37,Loja Online,4171.53,2022-02-05
1519,4020,31,Revendedor,3290.91,2022-02-14
1520,575,35,Loja Física,126.13,2024-02-15
1521,3950,8,Marketplace,2734.17,2021-11-20
1522,2481,26,Loja Online,5094.95,2024-03-27
1523,743,24,Marketplace,735.61,2021-07-15
1524,3766,49,Marketplace,5217.56,2024-11-24
1525,1447,36,Loja Online,7743.35,2021-01-11
1526,1565,20,Revendedor,7182.04,2023-03-30
1527,2944,32,Loja Online,7093.19,2025-05-03
1528,3588,48,Loja Física,1205.55,2021-01-18
1529,1582,2,Loja Física,3964.94,2024-12-14
1530,517,51,Marketplace,4047.5,2025-04-25
1531,3681,2,Loja Online,2780.35,2024-04-22
1532,2767,51,Loja Online,3303.51,2021-10-25
1533,1735,52,Revendedor,7526.71,2025-04-02
1534,1221,48,Loja Física,7406.04,2025-04-22
1535,303,48,Loja Física,3962.27,2024-07-08
1536,157,31,Loja Online,2017.19,2024-07-28
1537,1070,1,Loja Física,5098.03,2024-07-14
1538,2518,53,Loja Online,3703.86,2024-01-15
1539,1399,38,Loja Online,6560.62,2024-01-12
1540,872,8,Revendedor,4800.32,2023-02-06
1541,1807,5,Loja Física,3467.07,2022-06-10
1542,3294,21,Loja Online,7809.24,2022-12-01
1543,1126,21,Loja Física,6137.4,2022-09-05
1544,1421,22,Loja Online,1053.89,2021-06-12
1545,1158,49,Revendedor,1427.6,2022-12-17
1546,3031,36,Loja Física,3565.42,2020-10-11
1547,334,9,Loja Online,6349.31,2022-02-15
1548,3082,50,Loja Física,223.48,2025-06-24
1549,3990,6,Loja Online,157.07,2021-06-09
1550,731,46,Marketplace,3388.16,2021-07-25
1551,3900,45,Loja Física,1728.67,2022-03-24
1552,2220,34,Revendedor,3355.05,2024-11-10
1553,1430,40,Loja Online,4810.55,2022-02-08
1554,4096,40,Loja Online,5054.81,2021-07-31
1555,2468,23,Revendedor,136.1,2024-05-26
1556,1931,13,Loja Online,7894.17,2024-03-19
1557,784,40,Marketplace,6915.58,2022-04-05
1558,4158,15,Revendedor,6185.62,2021-07-09
1559,1705,18,Loja Online,1630.38,2021-06-27
1560,1223,44,Revendedor,4030.37,2021-04-26
1561,1309,43,Loja Online,526.82,2020-09-26
1562,2984,19,Loja Física,3533.91,2022-12-26
1563,2739,40,Revendedor,442.21,2023-07-04
1564,430,35,Loja Física,1348.56,2025-08-26
1565,239,32,Loja Online,659.79,2024-09-14
1566,1928,47,Revendedor,4782.38,2021-05-19
1567,2671,27,Loja Física,6001.99,2021-07-15
1568,2669,15,Loja Online,2676.44,2025-06-24
1569,804,16,Revendedor,6972.1,2022-03-14
1570,3077,15,Loja Online,3820.82,2024-03-02
1571,3969,4,Revendedor,1245.04,2021-07-25
1572,3728,12,Revendedor,3050.53,2024-03-26
1573,3750,47,Loja Física,5092.97,2021-12-25
1574,2210,13,Marketplace,1104.97,2023-02-11
1575,489,18,Loja Física,977.76,2024-03-06
1576,3814,30,Revendedor,1452.49,2021-04-03
1577,2815,15,Marketplace,4868.72,2024-10-04
1578,1393,37,Loja Física,783.15,2022-08-16
1579,4275,32,Loja Física,4773.49,2023-09-20
1580,3791,18,Loja Online,5867.14,2021-12-23
1581,2021,16,Marketplace,3530.56,2021-03-11
1582,1822,38,Loja Física,7318.66,2024-02-22
1583,42,27,Loja Online,416.46,2025-05-16
1584,3856,47,Loja Online,3463.01,2025-07-04
1585,3231,31,Loja Online,3674.29,2021-12-29
1586,1971,6,Loja Online,5575.96,2024-05-24
1587,3332,14,Loja Física,2931.4,2024-11-06
1588,1959,42,Loja Online,225.85,2024-03-22
1589,2498,11,Revendedor,6877.58,2024-12-17
1590,200,30,Revendedor,6197.5,2022-09-21
1591,3321,12,Marketplace,5051.81,2020-12-27
1592,12,41,Loja Online,3140.55,2021-12-27
1593,2728,34,Loja Online,2443.06,2022-02-03
1594,2211,45,Loja Física,6322.77,2025-04-09
1595,664,40,Marketplace,5912.51,2020-12-15
1596,450,33,Marketplace,7115.03,2020-11-13
1597,910,25,Marketplace,3776.29,2023-07-02
1598,335,24,Marketplace,1484.61,2021-03-23
1599,549,36,Loja Física,1193.41,2022-07-14
1600,2744,16,Loja Online,5227.4,2022-12-29
1601,1719,49,Loja Física,2631.66,2025-07-20
1602,2191,33,Revendedor,2289.45,2022-05-26
1603,520,24,Marketplace,3674.04,2021-03-26
1604,4108,34,Loja Online,3814.29,2020-10-12
1605,2395,29,Marketplace,6419.24,2023-10-24
1606,538,13,Revendedor,789.74,2025-01-16
1607,3201,12,Marketplace,7670.23,2022-10-15
1608,631,7,Loja Física,2279.95,2022-07-13
1609,1213,32,Loja Física,7012.45,2023-06-22
1610,4266,41,Loja Online,2416.04,2023-08-11
1611,1082,31,Marketplace,3419.03,2025-04-18
1612,176,19,Loja Física,597.3,2022-08-24
1613,1904,34,Marketplace,3352.36,2025-06-18
1614,2809,42,Marketplace,3940.57,2022-02-05
1615,3648,30,Marketplace,4581.29,2022-10-16
1616,2511,11,Marketplace,1891.58,2025-02-03
1617,3047,19,Loja Online,1271.87,2021-05-22
1618,2330,30,Loja Física,4987.18,2023-08-30
1619,1318,46,Marketplace,1540.02,2025-05-09
1620,1437,46,Loja Física,1373.91,2022-09-29
1621,958,3,Marketplace,4638.75,2021-03-28
1622,3612,17,Marketplace,1557.52,2024-09-07
1623,285,43,Marketplace,7826.38,2024-09-21
1624,1212,24,Revendedor,4364.95,2022-08-26
1625,1332,35,Marketplace,1059.77,2021-08-28
1626,205,26,Revendedor,6171.29,2022-11-16
1627,3753,21,Loja Física,133.93,2020-11-04
1628,4157,22,Marketplace,3843.89,2023-04-10
1629,2375,49,Loja Física,6416.65,2021-01-14
1630,3622,22,Loja Online,5879.96,2021-12-07
1631,329,9,Loja Online,2533.85,2021-03-27
1632,3291,40,Loja Física,3623.18,2020-11-28
1633,758,21,Loja Online,4904.39,2021-08-20
1634,1599,38,Loja Física,6272.14,2022-02-21
1635,2277,13,Loja Online,760.36,2023-10-30
1636,3650,44,Loja Online,7809.13,2020-11-29
1637,3232,13,Revendedor,2610.29,2025-07-21
1638,4191,4,Marketplace,3240.71,2021-03-22
1639,3504,24,Revendedor,3045.37,2021-07-08
1640,2332,23,Marketplace,2533.87,2025-06-18
1641,3651,36,Loja Online,1803.99,2025-07-15
1642,3640,48,Revendedor,6449.12,2021-07-16
1643,2365,11,Revendedor,5855.98,2021-12-25
1644,3394,9,Loja Online,1234.75,2024-05-20
1645,2485,31,Marketplace,622.31,2022-06-20
1646,3079,6,Loja Online,3334.74,2022-01-19
1647,2240,27,Loja Física,4490.93,2021-10-24
1648,1122,13,Loja Física,6675.04,2022-07-24
1649,2372,36,Revendedor,433.64,2024-01-20
1650,2474,38,Marketplace,4003.39,2023-03-15
1651,3797,15,Loja Online,6350.63,2022-12-19
1652,1262,17,Marketplace,7652.61,2023-09-09
1653,3872,8,Marketplace,3395.54,2024-06-22
1654,4030,45,Loja Física,324.7,2024-01-12
1655,2271,32,Loja Online,4831.24,2021-10-17
1656,2964,38,Revendedor,4568.04,2021-04-24
1657,2113,41,Revendedor,7796.64,2025-05-19
1658,980,24,Loja Online,6777.71,2022-08-24
1659,1335,38,Loja Online,1254.48,2020-10-29
1660,3777,45,Loja Física,2923.35,2024-09-30
1661,434,18,Marketplace,3414.16,2021-12-09
1662,2917,4,Marketplace,2404.15,2021-08-10
1663,630,33,Loja Física,6154.9,2025-07-20
1664,1502,49,Loja Online,4830.22,2024-06-11
1665,1370,35,Marketplace,6992.3,2022-01-01
1666,2467,18,Marketplace,857.08,2023-10-19
1667,2881,53,Loja Física,201.89,2024-02-03
1668,4245,19,Marketplace,6252.58,2021-07-29
1669,3376,22,Loja Física,909.1,2023-11-25
